,label,message
2602,0,Okie
2603,0,So when you going to get rimac access 
2604,0,I Am at arestaurant eating squid! i will be out about 10:30 want to dosomething or is that to late?
2605,0,You call times job today ok umma and ask them to speed up
2606,0,HELLO YOU.CALL WEN YOU FINISH WRK.I FANCY MEETIN UP WIV YOU ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!
2607,0,R YOU &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
2608,0,:-) yeah! Lol. Luckily i did not have a starring role like you!
2609,0,Hello madam how are you ?
2610,0,"Awesome, text me when you are restocked"
2611,0,"As usual..iam fine, happy &amp; doing well..:)"
2612,1,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week
2613,0,Yes. It is all innocent fun. O:-)
2614,0,Thanks for sending this mental ability question..
2615,0,"Sir, hope your day is going smoothly. i really hoped i will not have to bother you about this. I have some bills that i cannot settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
2616,0,2marrow only. Wed at  &lt;#&gt;  to 2 aha.
2617,0,I went to you are hon lab but no one is there.
2618,0,I cannot pick the phone right now. Pls send a message
2619,0,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
2620,1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
2621,0,How come?
2622,0,Lol! Nah was not too bad thanks. Its good to b home but its been quite a reality check. How Is you are day been? Did you do anything with website?
2623,0,Ok lor...
2624,0,I am coming home 4 dinner.
2625,0,S da..al r above  &lt;#&gt;
2626,1,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."
2627,0,Unni thank you dear for the recharge..Rakhesh
2628,0,I know I am lacking on most of this particular dramastorm's details but for the most part I am not worried about that
2629,0,Haha... They cannot what... At the most tomorrow forfeit... haha so how?
2630,0,"Hey there! Glad you r better now. I hear you treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c you in coupla wks!"
2631,0,No way I am going back there!
2632,1,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 AS SOON AS POSSIBLE! BOX97N7QP, 150ppm"
2633,0,I WILL CAL YOU SIR. In meeting
2634,0,"That is what I love to hear :V see you sundayish, then"
2635,0,"Sorry da thangam, very very sorry i am held up with prasad."
2636,0,Tiwary to rcb.battle between bang and kochi.
2637,0,Thank god they are in bed!
2638,0,No I do not have cancer. Moms making a big deal out of a regular checkup aka pap smear
2639,0,Am in gobi arts college
2640,0,Why she wants to talk to me
2641,0,Pandy joined 4w technologies today.he got job..
2642,1,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
2643,0,"They can try! They can get lost, in fact. Tee hee"
2644,0,Hi! You just spoke to MANEESHA V. We would like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
2645,0,My friends use to call the same.
2646,0,"Sorry, I will call later"
2647,0,"Them, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
2648,0,"It,,s a taxt massage....tie-pos argh ok! Lool!"
2649,0,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
2650,0,"You might want to pull out more just in case and just plan on not spending it if you can, I do not have much confidence in derek and taylor's money management"
2651,0,Do you like shaking your booty on the dance floor?
2652,0,"Text me when you get off, do not call, my phones having problems"
2653,0,No need for the drug anymore.
2654,0,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
2655,0,Its sarcasm.. .nt scarcasim
2656,0,Great! I have to run now so ttyl!
2657,0,Feel like trying kadeem again? :V
2658,0,Dai  &lt;#&gt;  naal eruku.
2659,0,Not yet chikku..wat about you?
2660,0,Ok...
2661,0,Want to finally have lunch today?
2662,0,Do you know when dad will be back?
2663,1,"Hello darling how are you today? I would love to have a chat, why do not you tell me what you look like and what you are in to sexy?"
2664,1,8007 FREE for 1st week! No1 Nokia tone 4 you are mob every week just txt NOKIA to 8007 Get txting and tell you are mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
2665,0,He remains a bro amongst bros
2666,0,R you meeting da ge at nite tomorrow?
2667,0,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When is yours, i cannot remember."
2668,0,Why de. You looking good only:-)..
2669,1,Want To get laid 2nite? Want real Dogging locations sent direct to you are mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/message
2670,1,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
2671,0,Yes. They replied my mail. I am going to the management office later. Plus will in to bank later also.or on wednesday.
2672,0,"That is cool, I will come by like  &lt;#&gt; ish"
2673,0,Super message da:)nalla timing.
2674,0,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
2675,0,I am 6 ft. We will be a good combination!
2676,0,I am sick !! I am needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
2677,0,* Am on a train back from northampton so i am afraid not!
2678,0,Where in abj are you serving. Are you staying with dad or alone.
2679,0,Was playng 9 doors game and gt racing on phone lol
2680,1,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
2681,0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who is It? Reply With Reason, If YOU r Brilliant."
2682,0,I am on da bus going home...
2683,0,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
2684,0,I am okay. Chasing the dream. What is good. What are you doing next.
2685,0,Yupz... I have oredi booked slots 4 my weekends liao... 
2686,1,URGENT! We are trying to contact YOU. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
2687,0,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
2688,0,Okie
2689,0,Yes I know the cheesy songs from frosty the snowman :)
2690,0,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply you.."
2691,1,sports fans - get the latest sports news str* 2 you are mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p 
2692,0,Hey tomorrow meet at bugis 930 ?
2693,1,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call BEFORE 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
2694,0,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
2695,0,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
2696,0,And whenever you and i see we can still hook up too.
2697,0,Nope but i am going home now then go pump petrol lor... Like going 2 rain soon...
2698,0,Can you use foreign stamps for whatever you send them off for? 
2699,1,FROM 88066 LOST £12 HELP
2700,0,Oh baby of the house. How come you do not have any new pictures on facebook
2701,0,"Feb  &lt;#&gt;  is ""I LOVE YOU"" day. Send dis to all you are ""VALUED FRNDS"" evn me. If 3 comes back you'll gt married d person you love! If you ignore dis you will lose you are love 4 Evr"
2702,0,"Hiya, sorry did not hav signal. I have not seen or heard from and neither has, which is unusual in itself! I will put on the case and get him to sort it out! Hugs and snogs."
2703,0,"Omw back to tampa from west palm, you hear what happened?"
2704,0,Yup no more already... Thanx 4 printing n handing it up.
2705,1,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
2706,0,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
2707,0,S now only i took tablets . Reaction morning only.
2708,1,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
2709,0,"Nah, I am a perpetual DD"
2710,0,Sorry de i went to shop.
2711,1,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
2712,0,"Wen you are lovable bcums angry wid you, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n love!.. kettoda manda... Have nice day da."
2713,0,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
2714,0,Nope i am not drivin... I neva develop da photos lei...
2715,0,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time you going?
2716,0,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
2717,0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
2718,0,Okie.. Thanx..
2719,1,18 days to Euro2004 kickoff! YOU will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
2720,0,Go where n buy? Juz buy when we get there lar.
2721,0,Ok lor...
2722,0,I am working technical support :)voice process.
2723,0,It is justbeen overa week since we broke up and already our brains are going to mush!
2724,0,"Tunde, how are you doing. This is just wishing you a great day. Abiola."
2725,0,Nope... C ü then...
2726,0,No. But we will do medical missions to nigeria
2727,0,No i am not having not any movies in my laptop
2728,0,Whatsup there. Do Not you want to sleep
2729,1,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “
2730,1,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
2731,0,I have not lei.. Next mon can?
2732,0,Mm feeling sleepy. today itself i shall get that dear
2733,0,How dare you stupid. I will not tell anything to you. Hear after i will not talk to you:-.
2734,0,Do ü noe if ben is going?
2735,0,Can you do a mag meeting this avo at some point?
2736,0,I meant middle left or right?
2737,0,Really? I crashed out cuddled on my sofa.
2738,0,Hi Chachi tried calling you now unable to reach you .. Pl give me a missed cal once you c tiz message  Kanagu
2739,0,"I sent you the prices and do you mean the  &lt;#&gt; g,"
2740,0,Are you this much buzy
2741,0,Nothing. Can...
2742,1,I do not know you and you do not know me. Send CHAT to 86688 now and let us find each other! Only 150p/Message rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
2743,0,No * am working on the ringing you thing but have whole houseful of screaming brats so * am pulling my hair out! Loving you
2744,0,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
2745,0,"Tick, tick, tick ... Babe"
2746,0,ARE ü going 4 today's meeting?
2747,0,K da:)how many page you want?
2748,0,Ya had just now.onion roast.
2749,0,Send his number and give reply tomorrow morning for why you said that to him like that ok
2750,0,You said not now. No problem. When you can. Let me know.
2751,0,Ok but tell me half an hr before you come i need 2 prepare.
2752,0,Play w computer? Aiyah i tok 2 you lor?
2753,0,Sat right? Okay thanks... 
2754,0,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
2755,0,Ok Chinese food on its way. When I get fat you are paying for my lipo.
2756,0,We r outside already.
2757,0,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
2758,0,Yo we are watching a movie on netflix
2759,0,What time. I‘m out until prob 3 or so
2760,0,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
2761,0,I do not thnk its a wrong calling between us
2762,0,I am not sure about night menu. . . I know only about noon menu
2763,0,ARR birthday today:) i wish him to get more oscar.
2764,0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; you c miracle tomorrow, do it,pls,pls do it..."
2765,0,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
2766,0, and  picking them up from various points
2767,1,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Message cost 150p 2 stop txt stop BCMSFWC1N3XX
2768,0,Wow v v impressed. Have funs shopping!
2769,0,I am on the way to you are home
2770,1,Burger King - Want To play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
2771,0,No problem. Talk to you later
2772,0,Then you are sis how?
2773,0,Still in customer place
2774,1,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
2775,0,"Dude you knw also telugu..thts gud..k, gud nyt.."
2776,0,We confirm eating at esplanade?
2777,0,Send me your id and password
2778,0,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
2779,1,"For you are chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
2780,0,Well I might not come then...
2781,0,Long after I quit. I get on only like 5 minutes a day as it is.
2782,0,Then its most likely called Mittelschmertz. Google it. If you do not have paracetamol do not worry it will go.
2783,0,Well at this right I am going to have to get up and check today's steam sales/pee so text me when you want me to come get you
2784,0,"Just arrived, see you in a couple days &lt;3"
2785,0,"K, wat s tht incident?"
2786,0,Yeah get the unlimited
2787,0,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I will b doing da contents pg n cover pg..
2788,0,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
2789,0,Ü got wat to buy tell us then ü no need to come in again.
2790,0,When you are big..| God will bring success.
2791,1,YOU’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
2792,0,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c you soon """
2793,0,Well there is still a bit left if you guys want to tonight
2794,0,Not from this campus. Are you in the library?
2795,0,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I will double check and text you again tomorrow"
2796,0,How will I creep on you now? ;_;
2797,0,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
2798,0,If I get there before you after your ten billion calls and texts so help me god
2799,0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
2800,0,I have told him that i have returned it. That should i re order it.
2801,0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
2802,0,Depends on where you going lor.
2803,0,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
2804,1,FreeMsg>FAV XMAS TONES!Reply REAL
2805,0,Lil fever:) now fine:)
2806,0,I think it is all still in my car
2807,0,Can a not?
2808,1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
2809,0,Yes princess! I want to catch you with my big strong hands...
2810,0,Oh yeah I forgot. YOU can only take 2 out shopping at once.
2811,0,Mm so you asked me not to call radio
2812,0,Thinkin about someone is all good. No drugs for that
2813,0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; you c miracle tomorrow, do it,pls,pls do it..."
2814,0,"Enjoy the showers of possessiveness poured on you by you are loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
2815,0,"Alright if you are sure, let me know when you are leaving"
2816,0,Some are lasting as much as 2 hours. You might get lucky.
2817,0,Genius what is up. How your brother. Pls send his number to my skype.
2818,1,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
2819,0,Thk some of them find wtc too far... Weiyi not goin... E rest i do not know yet... R you are goin 4 dinner den i might b able to join...
2820,0,Do not forget who owns you and who is private property you are ... And be my good boy always .. *passionate kiss*
2821,1,INTERFLORA - It is not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
2822,0,Oh god..taken the teeth?is it paining
2823,1,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
2824,0,Then you ask darren go n pick you lor... But i oso sian tomorrow haf 2 meet lect...
2825,0,No need to buy lunch for me.. I eat maggi mee..
2826,1,"Congratulations - Thanks to a good friend YOU have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
2827,0,Ok lor...
2828,0,"Oh right, ok. I will make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
2829,0,Wife.how she knew the time of murder exactly
2830,1,Send a logo 2 you are lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
2831,0,Howz that persons story
2832,0,Thanx 4 sending me home...
2833,0,Its normally hot mail. Com you see!
2834,1,"You have won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
2835,0,YOU sick still can go shopping?
2836,0,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and you are rite here its too cold, wearing sweatter.."
2837,0,Nice.nice.how is it working?
2838,0,1's reach home call me.
2839,0,Were trying to find a Chinese food place around here
2840,0,"Easy mate, * guess the quick drink was bit ambitious."
2841,0,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I am so sad without you babe ... I love you ...
2842,0,Ok thanx...
2843,0,aathi..where are you dear..
2844,0,"Tunji, how is the queen? how are you doing. This is just wishing you a great day. Abiola."
2845,0,Today iZ Yellow rose day. If you love my frndship give me 1 misscall &amp; send this to you are frndZ &amp; See how many miss calls you get. If you get 6missed YOU marry you are Lover.
2846,0,Will be out of class in a few hours. Sorry
2847,0,Wat time you finish you are lect today?
2848,1,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
2849,0,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do you mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
2850,1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
2851,0,She is fine. Good to hear from you. How are you my dear? Happy new year oh.
2852,0,Are you going to wipro interview today?
2853,0,how tall are you princess?
2854,0,I doubt you could handle 5 times per night in any case...
2855,0,Haha... Hope ü can hear the receipt sound... Gd luck!
2856,0,Your going to be the death if me. I am going to leave a note that says its all robs fault. Avenge me.
2857,0,"Japanese Proverb: If one Can do it, YOU too Can do it, If none Can do it,YOU must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
2858,0,Today i am not workin but not free oso... Gee... Thgt you workin at you are fren's shop ? 
2859,0,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air YOU will know what your heart is hoping for. Gudni8
2860,0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
2861,0,I want to be there so i can kiss you and feel you next to me
2862,0,I am not at all happy with what you saying or doing
2863,1,Adult 18 Content Your video will be with you shortly
2864,0,"Ok that would b lovely, if you r sure. Think about wot you want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to you! Wot about ? "
2865,0,What I am saying is if you have not explicitly told nora I know someone I am probably just not going to bother
2866,0,He says hi and to get your ass back to south tampa (preferably at a kegger)
2867,0,Smith waste da.i want to gayle.
2868,0,"Mum, i have sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
2869,0,"Aight, tomorrow around  &lt;#&gt;  it is"
2870,0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
2871,1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
2872,0,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
2873,0,See you there! 
2874,0,I do not understand your message.
2875,0,Crucify is c not s. You should have told me earlier.
2876,0,"I Do Not Know. You keep saying that you are not, but since he moved, we keep butting heads over freedom vs. responsibility. And i am tired. I have so much other shit to deal with that i am barely keeping myself together once this gets added to it."
2877,0,Fuck cedar key and fuck her (come over anyway though)
2878,0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
2879,1,"Hey Boys. Want hot XXX pics sent direct 2 you are phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
2880,0,YOU still painting you are wall?
2881,1,"Last Chance! Claim you are £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
2882,0,Printer is cool. I mean groovy. Wine is groovying
2883,0,Hi Harish's rent has been transfred to you are Acnt.
2884,0,Anything lor is she coming?
2885,0,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
2886,0,Ü still attending da talks?
2887,0,No probs hon! How you doinat the mo?
2888,0,K I will take care of it
2889,0,I take it we did not have the phone callon Friday. Can we assume we will not have it this year now?
2890,0,My battery is low babe
2891,0,Shuhui has bought ron's present it is a swatch watch...
2892,0,"Yeah there is quite a bit left, I will swing by tomorrow when I get up"
2893,0,Babe? You said 2 hours and it is been almost 4 ... Is your internet down ?
2894,0,K I will be sure to get up before noon and see what is what
2895,0,K...k...yesterday i was in cbe .
2896,0,Went to ganesh dress shop
2897,1,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
2898,0,Ü collecting you are laptop then going to configure da settings izzit?
2899,0,If you are @ home then come down within 5 min
2900,0,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
2901,0,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
2902,1,You Are cash-balance is currently 500 pounds - to maximize you are cash-in now send CASH to 86688 only 150p/message. CC: 08718720201 PO BOX 114/14 TCR/W1
2903,0,"Bill, as in: Are there any letters for me. i am expecting one from orange that is not a bill but may still say orange on it."
2904,0,Tell me pa. How is pain de.
2905,0,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANNOT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
2906,0,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
2907,0,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
2908,0,ALRITE
2909,0,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
2910,1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
2911,0,How do you guys go to see movies on your side.
2912,0,"Sorry,in meeting I will call later"
2913,0,You did not have to tell me that...now i am thinking. Plus he is going to stop all your runs
2914,0,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
2915,1,Sorry! YOU can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
2916,0,Nothing lor... A bit bored too... Then y dun you go home early 2 sleep today...
2917,0,What time should I tell my friend to be around?
2918,0,Yes. that will be fine. Love you. Be safe.
2919,0,Thanks chikku..:-) gud nyt:-*
2920,0,Is xy in you are car when you picking me up?
2921,0,"Thanx 4 the time weve spent 2geva, its bin mint! You Are my Baby and all I want is you!xxxx"
2922,0,"Yo, any way we could pick something up tonight?"
2923,0,I have not sent it. He can send me.
2924,0,Fine am simply sitting.
2925,0,Thts god's gift for birds as humans hav some natural gift frm god..
2926,0,Are you coming to day for class.
2927,0,I Am done. Just studyn in library
2928,0,Ok... YOU enjoy you are shows...
2929,0,Anything...
2930,0,Where wuld I be without my baby? The thought alone mite break me and I dont want to go crazy but everyboy needs his lady xxxxxxxx
2931,0,Wat's my dear doing? Sleeping ah?
2932,0,Hi' Test on  &lt;#&gt; rd ....
2933,0,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if you r brilliant...1thing.i got d answr.
2934,0,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we do not get a hold of somebody its just 4 loko all night
2935,0,Yup n her fren lor. I am meeting my fren at 730.
2936,0,"Yeah, we got one lined up for us"
2937,0,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*"
2938,0,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
2939,0,Hey i have booked the pilates and yoga lesson already... Haha
2940,0,Are you ok. What happen to behave like this
2941,1,You have 1 new message. Please call 08712400200.
2942,0,My supervisor find 4 me one lor i thk his students. I have not ask her yet. Tell you aft i ask her.
2943,0,"Hello. No news on job, they are making me wait a fifth week! Yeah i am up for some woozles and weasels... In exeter still, but be home about 3. "
2944,0,No message..no responce..what happend?
2945,1,We currently have a message awaiting your collection. To collect your message just call 08718723815.
2946,0,"Hey babe, sorry i did not get sooner. Gary can come and fix it because he thinks he knows what it is but he does not go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I do not know if it might be cheaper to find someone there ? We do not have any second hand machines at all right now, let me know what you want to do babe"
2947,0,make that 3! 4 fucks sake?! x
2948,0,Leave it. YOU will always be ignorant.
2949,0,Nope but i will b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
2950,0,at bruce b downs &amp; fletcher now
2951,0,Where are you ? You said you would be here when I woke ... :-(
2952,0,Hey now am free you can call me.
2953,0,Tell me who is this pls:-)
2954,1,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact YOU! Call 08714714011"
2955,0,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
2956,0,Id have to check but there is only like 1 bowls worth left
2957,0,Yes there were many sweets
2958,0,I would but I am still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
2959,1,YOU have a secret admirer. REVEAL who thinks YOU R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per message recd. Cust care 07821230901
2960,0,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
2961,0,Sir send to group mail check it.
